customer_id,name,city,signup_date
644,Customer_644,Mawlamyine,2025-06-19
645,Customer_645,Mandalay,2025-06-03
646,Customer_646,Yangon,2023-10-10
647,Customer_647,Bago,2023-12-15
648,Customer_648,Taunggyi,2023-10-01
649,Customer_649,Yangon,2023-10-17
650,Customer_650,Mawlamyine,2023-11-02
651,Customer_651,Taunggyi,2024-08-16
652,Customer_652,Mawlamyine,2024-05-16
653,Customer_653,Mandalay,2024-04-02
654,Customer_654,Taunggyi,2024-05-10
655,Customer_655,Naypyidaw,2023-12-07
656,Customer_656,Taunggyi,2025-02-20
657,Customer_657,Taunggyi,2024-01-22
